movieId,genre
4428,Romance
5008,Thriller
5127,Romance
5151,Comedy
5385,Documentary
5478,Comedy
5525,Drama
5617,Comedy
6020,Drama
6030,Comedy
6062,Documentary
6228,Thriller
6603,Drama
6620,Comedy
6709,Thriller
6862,Drama
7373,Horror
7440,Documentary
7457,Comedy
7924,Film-Noir
8293,Comedy
8465,Crime
8493,War
8690,War
26313,Drama
26765,Action
26776,Romance
27416,Comedy
27683,Thriller
27746,Thriller
32587,Crime
32620,Musical
33725,Drama
34536,Drama
44225,Comedy
48001,Romance
48780,Thriller
52722,Sci-Fi
57499,Drama
58103,Thriller
66785,Comedy
67295,Children
71205,Sci-Fi
72591,Thriller
73266,Romance
77881,Drama
79868,Horror
80363,Sci-Fi
81784,Comedy
86190,Mystery
91500,Adventure
91535,Action
91947,Comedy
91978,Crime
92348,Animation
95654,Animation
100302,Romance
101074,Comedy
101415,Comedy
101529,Comedy
106438,Drama
113829,Romance
117851,Comedy
118354,Drama
123553,Fantasy
134252,Fantasy
135288,Mystery
140852,Sci-Fi
142115,Documentary
160080,Horror
176423,Documentary
128594,Romance
311,Thriller
377,Romance
464,Adventure
535,Drama
631,Musical
907,Romance
1030,Children
1076,Thriller
1086,Crime
1380,Romance
1644,Mystery
1719,Drama
1777,Romance
1981,Horror
1994,Thriller
2015,Children
2043,Children
2201,Drama
2266,Comedy
2268,Thriller
2329,Drama
2430,Children
2613,Horror
2620,Drama
2796,Comedy
2858,Drama
2885,Drama
3117,War
3470,Drama
3771,Fantasy
3825,Comedy
3849,Horror
3991,Comedy
4221,Comedy
4369,Action
4522,Thriller
4720,Horror
4725,Horror
5329,Thriller
5455,Comedy
5764,Sci-Fi
5796,Action
5893,Drama
6464,Children
6549,Drama
6564,Action
6752,Drama
6994,Action
7031,Action
7141,Documentary
7369,Action
7811,Drama
7938,Drama
8019,Drama
8869,Comedy
8870,Drama
26704,Crime
27695,Comedy
35807,Comedy
42738,Horror
43460,Comedy
43558,Action
45730,Fantasy
49132,Documentary
51498,Horror
52975,Drama
53453,Adventure
56174,Thriller
57951,Action
58107,Romance
62439,Comedy
65740,Comedy
71248,Comedy
71535,Comedy
73854,Children
74075,Horror
77364,Action
80831,Mystery
89678,Drama
91266,Musical
92259,Drama
93006,Comedy
93326,Romance
93766,Action
96448,Comedy
98499,Action
98836,Drama
99813,Action
101076,Adventure
108945,Action
110746,Comedy
111113,Comedy
112749,Comedy
113374,Comedy
117466,Action
118248,Drama
125970,Fantasy
127202,Drama
136800,Adventure
141830,Adventure
147328,Crime
150548,Drama
160644,Drama
170399,Comedy
170875,Crime
172881,Action
176621,Children
187031,Drama
188675,Crime
189333,Thriller
116724,Romance
52,Romance
119,Comedy
318,Crime
505,Comedy
673,Fantasy
893,Drama
898,Comedy
914,Comedy
1172,Drama
1300,Drama
1527,Adventure
1639,Romance
1676,Action
1685,Drama
1913,Drama
1971,Horror
1986,Horror
2081,Romance
2096,Musical
2155,Drama
2186,Thriller
2339,Comedy
2360,Drama
2385,Romance
2421,Action
2553,Sci-Fi
2558,Comedy
2589,Romance
2597,Comedy
2863,Comedy
2872,Fantasy
3054,Children
3833,Sci-Fi
3922,Comedy
4016,Comedy
4031,Drama
4102,Comedy
4337,Romance
4602,Crime
4719,Comedy
4844,Romance
5255,Comedy
5323,Sci-Fi
5382,Comedy
5694,Comedy
5974,Fantasy
6042,Documentary
6266,Romance
6591,Drama
6695,Horror
6708,Drama
6820,Thriller
8012,Comedy
8126,Drama
8158,Drama
8465,Romance
8580,Musical
25906,Romance
26453,Mystery
26590,Animation
26854,Crime
27156,Fantasy
27186,Fantasy
27311,Action
27708,Romance
27803,Drama
31367,Adventure
31698,Comedy
32314,Comedy
32584,Drama
34520,Adventure
36529,Thriller
37240,Documentary
40339,Sci-Fi
40826,Romance
45517,Children
47970,Drama
51412,Action
52712,Mystery
54281,Comedy
54934,Comedy
71640,Documentary
74228,Drama
76077,Sci-Fi
81158,War
84187,Action
85414,Action
85510,Fantasy
86290,Documentary
88699,Action
89898,Drama
94799,Sci-Fi
97757,Documentary
98623,Comedy
99112,Crime
107953,Action
107962,Action
109897,Drama
110826,Drama
116207,Drama
121469,Horror
131610,Fantasy
135861,Comedy
135885,Comedy
149612,Action
152284,Drama
166461,Animation
166526,Sci-Fi
178827,Comedy
189713,Comedy
32598,Romance
188,Fantasy
419,Comedy
509,Romance
836,Action
1015,Drama
1050,Drama
1394,Comedy
1569,Comedy
1605,Adventure
1784,Romance
2020,Drama
2048,Crime
2057,Adventure
2117,Sci-Fi
2138,Animation
2159,Crime
2207,Drama
2244,Romance
2628,Adventure
2659,Comedy
2716,Action
2803,Mystery
2822,Romance
2843,Comedy
2975,Comedy
2987,Mystery
3032,Drama
3280,Horror
3430,Action
3448,War
3480,Drama
3489,Comedy
3537,Comedy
3672,Adventure
3684,Romance
3861,Comedy
3868,Action
3966,Film-Noir
4064,Crime
4143,Mystery
4160,Romance
4252,Drama
4474,Musical
4488,Drama
4602,Romance
4956,Adventure
5181,Sci-Fi
5237,Drama
5346,Drama
5388,Action
5445,Thriller
5577,Drama
5809,Thriller
5890,Comedy
6141,Comedy
6187,Thriller
6235,Drama
6427,Children
6706,Drama
7101,Romance
7156,War
8656,Crime
8765,Film-Noir
8917,Action
8977,Action
25947,Comedy
26947,Thriller
27328,Thriller
31702,Drama
37720,Drama
40851,Adventure
42191,Children
42638,Drama
44840,Comedy
47384,Drama
47465,Fantasy
48698,Documentary
59118,Comedy
61132,Action
71205,Comedy
74624,Drama
77709,Animation
84847,Drama
84847,Romance
88235,Comedy
90528,Thriller
92938,Action
95313,Adventure
96004,Adventure
96964,Crime
102088,Drama
102802,Thriller
103883,Action
105585,Thriller
109578,Mystery
117646,Fantasy
117922,Animation
122902,Adventure
135456,Sci-Fi
136012,Thriller
137859,Action
140016,Horror
144734,Horror
152081,Action
158254,Action
160718,Animation
170945,Horror
176101,Action
177593,Drama
383,Western
521,Thriller
832,Crime
889,Romance
954,Drama
1011,Children
1014,Children
1091,Comedy
1093,Drama
1198,Action
1422,Crime
1600,Romance
1656,Drama
2394,Animation
2737,Thriller
2880,Action
3548,Comedy
3724,Drama
4147,Drama
4231,Comedy
4240,Comedy
4317,Romance
4471,Comedy
4500,Comedy
5054,Thriller
5103,Drama
5300,Drama
5445,Mystery
6178,Drama
6241,Comedy
6279,Crime
6686,Crime
6986,Drama
7026,Comedy
7053,Musical
7257,Comedy
7257,Crime
7325,Crime
7367,Crime
7728,Crime
7888,Musical
8361,Thriller
8405,Drama
8860,Action
25963,Drama
26849,Fantasy
27762,Comedy
30745,Horror
42730,Drama
44709,Drama
55768,Comedy
59814,Horror
61323,Comedy
62374,Thriller
63768,Crime
67888,Comedy
72405,Drama
81564,Sci-Fi
85179,Adventure
89582,Thriller
92439,Drama
101423,Animation
102880,Adventure
106491,Action
117646,Drama
127096,Thriller
140481,Comedy
143559,Fantasy
151695,Thriller
152591,Action
157110,Comedy
170993,Comedy
32060,Horror
5,Comedy
238,Adventure
359,Drama
455,Drama
459,Adventure
773,Drama
1232,Sci-Fi
1425,Comedy
1554,Drama
1586,Drama
1589,Action
1904,Comedy
1939,War
2000,Action
2090,Animation
2575,Drama
2643,Sci-Fi
2884,Comedy
2901,Sci-Fi
3197,Thriller
3267,Crime
3361,Romance
3639,Adventure
3716,Action
3855,Drama
3966,Crime
4007,Drama
4262,Crime
4443,Action
4572,Drama
4583,Comedy
4599,Drama
4646,Drama
4954,Comedy
4958,Drama
4992,Comedy
5108,Drama
5390,Drama
5478,Horror
5585,Comedy
5666,Drama
6119,Comedy
6566,Children
6837,Drama
6996,Sci-Fi
7063,Drama
7181,Drama
7312,Comedy
7802,Thriller
8969,Drama
25855,Crime
26172,Action
26590,Adventure
27716,Comedy
27728,Sci-Fi
31030,Children
40412,Crime
41997,Action
45183,Crime
46578,Comedy
51255,Mystery
51540,Crime
53125,Comedy
55995,Adventure
59947,Thriller
60760,Mystery
62336,Comedy
65230,Drama
69481,Thriller
69524,Thriller
71211,Drama
71468,Sci-Fi
72921,Fantasy
74727,Drama
74754,Drama
76077,Comedy
78105,Romance
79357,Romance
80363,Thriller
80572,Comedy
80615,Fantasy
80831,Horror
83134,Horror
85367,Comedy
86898,Drama
89837,Mystery
91337,Romance
93723,Romance
95311,Fantasy
98799,Comedy
102720,Fantasy
102760,Drama
105211,Comedy
110746,Horror
113348,Comedy
116941,Animation
126420,Action
136353,Comedy
140850,Mystery
141408,Horror
149590,Thriller
151479,Sci-Fi
151559,Thriller
157699,Drama
165529,Drama
26082,Drama
1,Fantasy
22,Thriller
201,Drama
384,Action
473,Comedy
981,Drama
1036,Crime
1148,Comedy
1465,Drama
1502,Romance
1598,Thriller
1667,Drama
1769,Thriller
1845,Mystery
1909,Mystery
2070,Western
2092,Adventure
2120,Horror
2130,Romance
2170,Comedy
2203,Thriller
2279,Thriller
2290,Drama
2381,Comedy
2413,Thriller
2740,Sci-Fi
2982,Thriller
2986,Sci-Fi
3072,Romance
3109,Drama
3439,Action
3441,Action
3544,Comedy
3687,Fantasy
3720,Drama
3813,Drama
3989,Documentary
4067,Romance
4093,Thriller
4164,Drama
4180,Action
4220,Comedy
4255,Comedy
4292,Drama
4580,Action
4945,Crime
5010,War
5391,Drama
5414,Action
5451,Romance
5657,Crime
5665,Action
6597,Sci-Fi
6798,Children
6837,Romance
6954,Romance
6962,Documentary
6973,Drama
7067,Comedy
7125,Drama
7259,Drama
8366,Drama
9004,Children
26764,Fantasy
27619,Animation
31664,Comedy
32596,Adventure
34319,Sci-Fi
45501,Drama
47254,Thriller
47465,Drama
48883,Mystery
50806,Romance
53000,Sci-Fi
54648,Thriller
54796,Comedy
54796,Romance
57522,Comedy
59604,Crime
68954,Drama
69224,Comedy
69275,Comedy
71264,Fantasy
74510,Crime
74545,Mystery
76751,Crime
83349,Fantasy
87234,Comedy
91355,Children
95207,Thriller
95499,Action
95508,Crime
99149,Romance
102720,Animation
103384,Western
104129,Action
104925,Crime
105351,Crime
106873,Animation
118354,Thriller
122433,Thriller
122627,Sci-Fi
126430,War
133195,Crime
134528,Drama
143257,Drama
147372,Drama
157369,Drama
161918,Horror
170827,Thriller
175293,Children
181139,Comedy
187593,Comedy
82765,Action
110,War
273,Drama
294,Romance
969,Adventure
1099,Fantasy
1264,Romance
1336,Thriller
1350,Horror
1363,Drama
1464,Fantasy
1541,Comedy
1602,Comedy
1647,Drama
1794,Drama
2313,Drama
2467,Crime
2497,Romance
2720,Children
2813,Documentary
2896,Western
2906,Romance
2973,Drama
2990,Thriller
3301,Comedy
3535,Thriller
3618,Comedy
3638,Sci-Fi
3686,Sci-Fi
3689,Comedy
3728,Film-Noir
3738,Drama
3827,Comedy
3836,Comedy
3849,Mystery
3964,Children
4069,Romance
4224,Thriller
4275,Action
4357,Drama
4406,Drama
4477,Children
4593,Comedy
4632,Action
4782,Romance
4818,Action
4873,Animation
4975,Thriller
5296,Romance
5324,Comedy
5506,Drama
5818,Romance
6163,Thriller
6183,Musical
6202,Drama
6573,Comedy
7147,Drama
7160,Drama
7348,Thriller
8016,Thriller
8373,Thriller
26409,Horror
26547,Thriller
26587,Drama
27032,Comedy
27831,Drama
31685,Romance
32596,Comedy
40478,Horror
43919,Romance
44657,Drama
45361,Thriller
46322,Action
47950,Thriller
48082,Romance
49688,War
53447,Crime
55442,Animation
56174,Horror
58876,War
59615,Sci-Fi
60365,Children
60397,Romance
74683,Comedy
77561,Sci-Fi
79139,Action
82169,Children
82857,Western
85510,Thriller
90863,Documentary
92760,Sci-Fi
95965,Adventure
97858,Drama
104879,Mystery
111146,Animation
112460,Comedy
115149,Action
116724,Comedy
133115,Documentary
134252,Comedy
139415,Crime
140627,Romance
145080,Mystery
145418,Drama
152063,Fantasy
171251,Documentary
172585,Adventure
174141,Drama
178111,Animation
187595,Adventure
189043,Comedy
26999,Animation
66915,Adventure
159858,Horror
175,Drama
219,Drama
229,Thriller
344,Comedy
838,Comedy
1009,Fantasy
1025,Fantasy
1042,Comedy
1101,Romance
1126,Fantasy
1236,Drama
1274,Sci-Fi
1391,Comedy
1487,Musical
1562,Fantasy
1620,Thriller
1674,Romance
1704,Drama
2014,Fantasy
2064,Documentary
2103,Adventure
2265,Adventure
2540,Crime
2612,Film-Noir
2720,Comedy
2804,Children
3056,Thriller
3097,Drama
3221,Drama
3272,Drama
3323,Crime
3414,Drama
3526,Comedy
3639,Thriller
3672,Children
3679,Musical
3701,Thriller
4062,Romance
4149,Comedy
4184,Romance
4307,Comedy
4552,Thriller
4725,Thriller
4756,Romance
4889,Crime
5080,Comedy
5485,Comedy
5669,Documentary
5746,Mystery
5812,Romance
5949,Thriller
6947,War
7073,Comedy
7336,War
7569,Adventure
7669,Romance
7884,Comedy
7895,Thriller
8199,Drama
8268,Action
8361,Action
8581,Drama
8827,Comedy
8865,Adventure
8905,Drama
8933,Drama
26796,Romance
27793,War
27838,Thriller
32302,Documentary
33669,Adventure
37727,Drama
43549,Crime
46105,Comedy
46850,Documentary
49278,Action
50068,War
50613,Horror
51933,Drama
52730,Children
57504,Romance
58025,Thriller
58297,Action
71268,Drama
73268,Horror
73488,Horror
73808,Crime
77561,Action
86028,Comedy
93208,Children
94160,Fantasy
94867,Mystery
94896,Comedy
94959,Comedy
96007,Action
97757,Action
100159,Comedy
105540,Comedy
106785,Crime
108078,Romance
108932,Animation
112818,Thriller
117176,Romance
117630,Crime
128520,Comedy
139157,Horror
143257,Comedy
155509,Action
170355,Drama
170399,Drama
175197,Horror
175199,Horror
28,Romance
165,Action
201,Fantasy
212,Crime
355,Comedy
382,Drama
513,Comedy
783,Drama
928,Thriller
971,Drama
1270,Comedy
1306,Adventure
1374,Adventure
1457,Comedy
1617,Film-Noir
1881,Fantasy
1959,Drama
2004,Comedy
2104,Drama
2165,Drama
2294,Fantasy
2297,Adventure
2331,Drama
2371,Comedy
2378,Comedy
2472,Comedy
2482,Comedy
2659,Documentary
2672,Sci-Fi
3000,Fantasy
3014,Comedy
3068,Mystery
3074,Western
3099,Drama
3317,Comedy
3414,Romance
3429,Comedy
3440,Comedy
3728,Crime
3741,Crime
4033,Thriller
4432,Drama
4584,Comedy
4639,Comedy
4699,Drama
4785,Drama
4808,Mystery
4890,Romance
5178,Crime
5527,Romance
5876,Thriller
6086,Crime
6266,Comedy
6288,Crime
6373,Fantasy
6412,Comedy
6888,Comedy
6934,Adventure
7048,Crime
8614,Romance
8771,Thriller
8773,Mystery
8831,Thriller
8918,Comedy
25805,Comedy
26819,Action
27865,Adventure
31427,Thriller
31804,Thriller
32862,Romance
42015,Comedy
44759,Crime
44828,Sci-Fi
45666,Comedy
49013,Fantasy
49957,Drama
54617,Comedy
55820,Crime
57368,Action
57640,Adventure
59440,Drama
60408,Comedy
61236,Documentary
61262,Horror
62836,Sci-Fi
65225,Documentary
70301,Thriller
71484,Sci-Fi
71899,Drama
72167,Crime
73042,Comedy
74095,Horror
79091,Animation
79091,Comedy
84187,Sci-Fi
84553,Comedy
85022,Comedy
89087,Thriller
93723,Comedy
93805,Action
94777,Comedy
95377,Animation
96815,Thriller
97923,Drama
98061,Children
101283,Comedy
112421,Drama
130052,Drama
130083,Drama
133419,Comedy
137595,Comedy
176419,Drama
179491,Action
108540,Drama
7,Comedy
11,Comedy
46,Drama
108,Documentary
242,Drama
346,Musical
425,Drama
852,Romance
870,Comedy
1097,Children
1346,Fantasy
1588,Children
1754,Crime
2038,Children
2059,Romance
2176,Crime
2443,Romance
2454,Mystery
2455,Sci-Fi
2530,Action
2587,Crime
2671,Comedy
2695,Drama
2723,Fantasy
2790,Thriller
3358,Romance
3447,Drama
3466,Fantasy
3511,Comedy
3514,Drama
3703,Thriller
3837,Thriller
3855,Romance
4132,Romance
4229,Romance
4594,Action
4611,Drama
4625,Sci-Fi
4681,Drama
4901,Crime
4917,Drama
5026,Action
5065,Thriller
5121,Drama
5128,Horror
5226,Romance
5248,Comedy
5329,Crime
5617,Drama
5968,Drama
6140,Thriller
6158,Animation
6405,Adventure
6461,Drama
6514,Horror
6768,Drama
6885,Mystery
6949,Sci-Fi
6965,Documentary
7007,Action
7212,Comedy
7375,Romance
7460,Drama
8410,Film-Noir
8622,Documentary
8633,Action
8724,War
8730,War
25757,Drama
26236,Drama
26662,Animation
31903,Romance
32019,Crime
33801,Fantasy
34811,Drama
37830,Adventure
43869,Children
51255,Comedy
53435,Crime
53464,Action
59018,Drama
59143,Comedy
59810,Drama
63808,Drama
64501,Drama
67799,Drama
72982,Adventure
78626,Horror
84637,Animation
91353,Adventure
92309,Thriller
92665,Drama
95744,Comedy
104243,Action
105325,Horror
110586,Drama
111622,Comedy
111921,Drama
113453,Crime
122886,Adventure
136355,Animation
141818,Comedy
159717,Drama
163056,Action
165347,Thriller
170837,Comedy
170993,Drama
178323,Documentary
193581,Comedy
47,Thriller
112,Comedy
129,Comedy
194,Drama
353,Action
413,Comedy
485,Fantasy
533,Mystery
541,Thriller
563,Romance
597,Romance
673,Children
1438,Action
1654,Fantasy
1856,Documentary
1921,Thriller
2094,Sci-Fi
2095,Children
2137,Animation
2554,Horror
2700,Musical
2800,Animation
2886,Comedy
3066,Drama
3098,Drama
3307,Drama
3357,Drama
3459,Horror
3552,Comedy
3598,Crime
3648,Sci-Fi
3767,War
3871,Drama
4003,Comedy
4161,Action
4190,Drama
4381,Comedy
4645,Thriller
4646,Comedy
4860,Comedy
4878,Sci-Fi
4889,Drama
4987,Adventure
5048,Children
5398,Drama
5690,Animation
5899,Drama
5927,Musical
6059,Action
6235,War
6291,Drama
6453,Documentary
6754,Horror
6879,Drama
7055,Musical
7067,Drama
7072,Action
7248,Action
7704,Action
7896,Western
8360,Animation
8879,Thriller
26237,Drama
26359,Drama
26554,Sci-Fi
26913,Animation
27793,Action
32515,Adventure
33237,Romance
33615,Children
33801,Adventure
37384,Comedy
39801,Comedy
40955,Comedy
50147,Thriller
54999,Crime
55071,Documentary
55112,Drama
55269,Comedy
56145,Sci-Fi
58299,Comedy
60037,Thriller
62374,Drama
68319,Thriller
69436,Adventure
69951,Drama
70599,Romance
72356,Children
74553,Animation
74916,Drama
76143,Thriller
79553,Action
80166,Romance
86721,Animation
87194,Drama
92643,Comedy
98230,Romance
100487,Romance
100882,Fantasy
102066,Horror
104218,Comedy
104339,Comedy
105954,Action
107449,Comedy
107953,Fantasy
113207,Musical
113849,Drama
115210,Action
119141,Action
134515,Adventure
139385,Drama
148652,Western
165639,Sci-Fi
169992,Crime
171811,Sci-Fi
174727,Drama
183611,Crime
184253,Thriller
198,Action
372,Romance
466,Comedy
728,Comedy
1089,Crime
1190,Drama
1327,Thriller
1464,Drama
1824,Comedy
1978,Horror
1995,Horror
2036,Comedy
2058,Mystery
2135,Musical
2264,Comedy
2416,Comedy
2554,Thriller
2677,Documentary
2794,Comedy
3158,Drama
3173,Drama
3316,Thriller
3705,Action
3705,Comedy
3898,Comedy
3977,Action
4082,Comedy
4109,Thriller
4155,Drama
4429,Drama
4587,Comedy
4733,Comedy
4736,Romance
5608,Thriller
5614,Drama
5689,Crime
5880,Adventure
5970,Drama
6330,Crime
6883,Drama
6999,Romance
7137,Comedy
7251,Drama
7315,Comedy
7579,Comedy
7701,Comedy
8526,Comedy
8972,Drama
25946,Drama
26265,Comedy
26539,Drama
26662,Fantasy
27674,Comedy
27912,Documentary
30816,Drama
38061,Crime
45208,Comedy
54274,Thriller
55805,Crime
56908,Comedy
59141,Drama
60072,Action
60979,Animation
61160,Sci-Fi
63859,Animation
64030,Thriller
67361,Mystery
69746,Horror
73017,Action
73854,Musical
74696,Documentary
74795,Action
74851,Crime
82242,Comedy
86911,Comedy
87413,Drama
88812,Crime
89580,Drama
93982,Thriller
94735,Documentary
95771,Action
95843,Romance
96821,Drama
98361,Fantasy
98633,Action
99636,Comedy
100302,Drama
100304,Thriller
100882,Romance
102602,Comedy
106918,Comedy
106920,Romance
107159,Drama
108188,Action
110350,Documentary
110882,Drama
111844,Drama
123553,Adventure
131480,Thriller
136016,Fantasy
138835,Comedy
141004,Drama
156607,Adventure
168026,Fantasy
169958,Mystery
176751,Crime
185435,Comedy
36509,Mystery
16,Crime
32,Mystery
218,Comedy
338,Thriller
350,Thriller
367,Fantasy
500,Comedy
599,Adventure
600,Action
810,Children
899,Romance
1047,Drama
1202,Comedy
1224,Drama
1273,Comedy
1296,Romance
1340,Drama
1422,Thriller
1473,Drama
1566,Children
1770,Romance
1772,Action
1799,Thriller
1876,Sci-Fi
1912,Drama
1916,Romance
2080,Children
2110,Comedy
2115,Adventure
2559,Children
2672,Drama
2735,Fantasy
2906,Drama
3510,Thriller
3727,Horror
3827,Sci-Fi
4132,Comedy
4239,Drama
4372,Romance
4443,Thriller
4589,Mystery
4956,Romance
4981,Comedy
5222,Romance
5246,Comedy
5283,Comedy
5459,Comedy
5460,Action
5479,Thriller
5513,Comedy
5735,Documentary
5836,Romance
6294,Action
6699,Drama
6881,Comedy
7031,Drama
7038,Romance
7101,Comedy
7161,Children
7455,Drama
7707,Drama
8167,Adventure
8765,Thriller
9005,Sci-Fi
9018,Documentary
26184,Thriller
26761,Thriller
26792,Children
27105,Western
27731,Animation
31184,Fantasy
31445,Drama
32600,Drama
36931,Crime
38061,Comedy
40732,Thriller
43708,Documentary
44301,Drama
47997,Thriller
48319,Drama
49013,Comedy
53550,Action
55721,Thriller
56156,Action
63436,Crime
63540,Children
69524,Action
71327,Romance
79259,Drama
87192,Action
87298,Comedy
88163,Comedy
93840,Thriller
96114,Thriller
97225,Animation
98607,Animation
100579,Thriller
103810,Thriller
109578,Thriller
110591,Horror
112897,Adventure
114795,Drama
117466,Drama
118270,Comedy
118270,Horror
124404,Adventure
128852,Comedy
140715,Drama
140850,Drama
141544,Sci-Fi
141818,Romance
145283,Documentary
151455,Comedy
157865,Animation
160836,Drama
168218,Fantasy
174053,Drama
182715,Sci-Fi
185029,Horror
27821,Thriller
11,Drama
45,Comedy
66,Action
252,Romance
257,Mystery
287,Comedy
542,Romance
869,Thriller
917,Children
1251,Drama
1372,Action
1391,Sci-Fi
1440,Comedy
1537,Romance
1550,Comedy
1936,War
2011,Sci-Fi
2042,Comedy
2164,Horror
2288,Action
2344,Action
2463,Comedy
2470,Comedy
2474,Drama
2800,Children
2927,Drama
2968,Adventure
2987,Children
3086,Fantasy
3161,Romance
3275,Drama
3392,Comedy
3414,War
3529,Thriller
3592,Sci-Fi
3771,Action
3825,Drama
3831,Comedy
4035,Romance
4333,Comedy
4356,Romance
4366,Children
4374,Romance
4412,Sci-Fi
4438,Thriller
4466,Crime
4649,Comedy
4896,Fantasy
4956,Action
5009,Drama
5225,Romance
5247,Action
5256,Drama
5450,Comedy
5569,Horror
5620,Romance
5694,Musical
5747,Drama
5999,Animation
6035,Drama
7118,Animation
7215,Adventure
7266,Sci-Fi
7377,Crime
7894,Western
8131,Romance
8772,Thriller
8795,War
8840,Drama
25856,Romance
26152,Action
26662,Adventure
27604,Horror
30898,Romance
31617,Drama
37382,Thriller
38095,Action
39715,Comedy
40491,Comedy
44243,Horror
45208,Children
45382,Drama
46578,Drama
46972,Comedy
47044,Crime
47725,Drama
47950,Crime
51255,Action
59022,Comedy
60161,Sci-Fi
64695,Adventure
65216,Thriller
66934,Sci-Fi
76093,Animation
78499,Comedy
81834,Fantasy
82053,Crime
82857,Documentary
84944,Adventure
86833,Comedy
88235,Crime
90600,Action
93270,Comedy
96281,Animation
96832,Drama
99721,Mystery
103883,Comedy
113252,Comedy
120799,Thriller
122906,Sci-Fi
131439,Thriller
135887,Children
146662,Comedy
148881,Animation
156675,Sci-Fi
158830,Fantasy
160527,Crime
162968,Action
163072,Children
163134,Animation
164655,Documentary
165635,Thriller
173873,Fantasy
175485,Thriller
181659,Comedy
188797,Comedy
26150,Drama
71254,Thriller
21,Thriller
87,Children
160,Adventure
266,Drama
275,Comedy
327,Action
340,Adventure
501,Drama
842,Comedy
851,Drama
916,Comedy
940,Romance
941,Adventure
979,Drama
1008,Western
1242,War
1252,Crime
1367,Comedy
1600,Drama
1627,Crime
1721,Romance
1752,Crime
1767,Romance
1827,Documentary
1836,Drama
1894,Comedy
1937,Comedy
2033,Animation
2068,Mystery
2142,Musical
2204,Thriller
2387,Crime
2730,War
2788,Comedy
3064,Drama
3177,Comedy
3302,Comedy
3317,Drama
3406,Adventure
3446,Drama
3608,Adventure
3836,War
3888,Drama
3899,Crime
3962,Horror
4238,Thriller
4242,Crime
4247,Romance
4306,Animation
4564,Fantasy
4738,Sci-Fi
5047,Comedy
5284,Romance
5401,Comedy
5779,Horror
5888,Crime
5969,Comedy
6344,Romance
6523,Romance
7049,Romance
7056,Drama
7292,War
7362,Crime
7377,Drama
7614,Musical
7713,Thriller
8370,Comedy
8580,Fantasy
8830,Adventure
8905,Adventure
26797,Documentary
26861,Sci-Fi
32914,Thriller
37731,Crime
41617,Crime
42761,Fantasy
43549,Drama
44864,Comedy
45732,Romance
51935,Drama
54190,Drama
57637,Sci-Fi
59915,Thriller
62718,Romance
63062,Drama
71530,Thriller
71550,Drama
71823,Drama
74450,Comedy
74510,Mystery
80917,Drama
81786,Drama
84414,Sci-Fi
85367,Romance
86000,Comedy
89939,Comedy
91355,Fantasy
93855,Drama
95105,Children
99853,Romance
100163,Horror
101070,Drama
105593,Crime
107338,Crime
109723,Drama
109968,Action
113394,Drama
130576,Sci-Fi
134393,Comedy
137517,Fantasy
153070,Drama
165959,Animation
166705,Drama
167380,Comedy
173307,Action
175661,Comedy
77,Documentary
228,Comedy
315,Action
355,Fantasy
364,Musical
441,Comedy
588,Musical
635,Drama
709,Children
953,Fantasy
1022,Fantasy
1123,Documentary
1248,Film-Noir
1484,Comedy
1629,Romance
1684,Romance
1833,Thriller
1904,Drama
2004,Horror
2066,Film-Noir
2111,Comedy
2126,Mystery
2135,Children
2354,Children
2380,Comedy
2749,Drama
2937,Comedy
3614,Comedy
3959,Adventure
3974,Children
3986,Thriller
3994,Drama
4147,Comedy
4378,Crime
4394,Musical
4517,Mystery
4523,Comedy
4719,Romance
5444,Adventure
5476,Horror
5787,Thriller
5961,Action
6016,Adventure
6305,Sci-Fi
6793,Comedy
7015,Comedy
7099,Animation
7137,Romance
7714,Musical
7920,Comedy
8916,Romance
8952,Drama
31590,Thriller
32031,Fantasy
32179,Crime
36397,War
39307,Children
42602,Documentary
43932,Horror
44788,Documentary
49272,Adventure
50147,Action
53161,Sci-Fi
55259,Fantasy
56837,Comedy
66198,Drama
67295,Action
70521,Drama
71468,Action
75947,Documentary
78703,Drama
82527,Drama
92008,Thriller
96811,Drama
99030,Comedy
101360,Drama
102819,Drama
103483,Horror
105355,Romance
110286,Horror
112911,Adventure
115680,Thriller
126482,Fantasy
142558,Comedy
148775,Adventure
164367,Horror
170817,Action
174909,Comedy
177285,Animation
179133,Crime
183911,Comedy
188189,Sci-Fi
13,Children
44,Action
129,Romance
187,Comedy
215,Romance
243,Fantasy
284,Action
339,Romance
357,Comedy
527,War
1092,Thriller
1101,Action
1584,Drama
1623,Horror
1752,Action
1990,Horror
2041,Comedy
2073,Comedy
2091,Sci-Fi
2404,War
2421,Drama
2542,Comedy
2566,Children
2929,Romance
3037,Western
3051,Comedy
3117,Drama
3223,Drama
3512,Romance
3633,Action
3660,Thriller
3768,War
3864,Sci-Fi
4069,Comedy
4153,Comedy
4465,Drama
4602,Comedy
5156,Action
5448,Adventure
5961,Thriller
6020,Comedy
6059,Thriller
6550,Action
6588,Thriller
6720,Crime
6860,Crime
6984,Drama
7040,Action
7317,Adventure
7616,Mystery
8008,Romance
8207,Thriller
8462,Drama
8626,Horror
25962,Romance
26231,Thriller
26326,Drama
33294,Fantasy
33646,Comedy
34534,Drama
42556,Western
43684,Romance
43744,Drama
44889,Musical
